what,kind,bundleId,bundleVersion,description,time
started,bundle,com.google.appengine.eclipse.core,1.1.2.v200910131704,"com.google.appengine.eclipse.core",1265435384161
started,bundle,com.google.gdt.eclipse.core,1.1.2.v200910131704,"com.google.gdt.eclipse.core",1265435384161
started,bundle,com.google.gdt.eclipse.platform.shared,1.1.2.v200910131704,"com.google.gdt.eclipse.platform.shared",1265435384162
started,bundle,com.google.gdt.eclipse.suite,1.1.2.v200910131704,"com.google.gdt.eclipse.suite",1265435384183
started,bundle,com.google.gwt.eclipse.core,1.1.2.v200910131704,"com.google.gwt.eclipse.core",1265435384207
os,sysinfo,,,"linux",1265435384214
arch,sysinfo,,,"x86",1265435384214
ws,sysinfo,,,"gtk",1265435384214
locale,sysinfo,,,"en_US",1265435384214
processors,sysinfo,,,"2",1265435384214
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1265435384214
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1265435384214
java.specification.name,sysinfo,,,"Java Platform API Specification",1265435384214
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265435384214
java.specification.version,sysinfo,,,"1.6",1265435384214
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1265435384214
java.version,sysinfo,,,"1.6.0_16",1265435384214
java.vm.info,sysinfo,,,"mixed mode, sharing",1265435384214
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1265435384214
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1265435384215
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265435384215
java.vm.specification.version,sysinfo,,,"1.0",1265435384215
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1265435384215
java.vm.version,sysinfo,,,"14.2-b01",1265435384215
started,bundle,org.eclipse.mylyn.commons.ui,3.3.0.v20091015-0500-e3x,"org.eclipse.mylyn.commons.ui",1265435384336
