what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265285390670
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265285391420
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265285391850
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285395254
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285396641
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265285402049
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265285407584
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285410217
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285411163
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265285422678
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285424173
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285426232
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1265285443611
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265285445086
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265285447717
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265285450509
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265285451176
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285453549
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285454678
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265285463519
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265285465742
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265285491831
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265285517591
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285520636
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265285521706
