what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295295833
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295306803
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295308209
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265295311933
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265295327929
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265295328230
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1265295328547
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265295329998
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1265295332401
error,log,,,"Error logged from Debug Core: ",1265295334404
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265295340966
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265295380956
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295387811
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295429735
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1265295431523
error,log,,,"Error logged from Debug Core: ",1265295433289
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295439838
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295456397
error,log,,,"Error logged from Debug Core: ",1265295459001
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1265295475230
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265295487749
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295500573
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295502295
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295504798
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265295523059
